Application_ID,Applicant_name,Father_name,Mother_name,Gender,DOB,Category_Caste,10th_marks,10th_passing_year,Education_Type,12th_Diploma_marks,12th_passing_year,CET_percentile,CET_Scorecard_PDF,10th_Marksheet_PDF,12th_Diploma_Marksheet_PDF,Leaving_Certificate_PDF,Caste_Certificate_PDF,Application_Form_PDF
APP0077,Upkaar Tiwari,Luke Tiwari,Yasti Tiwari,Male,2003-02-13,SC/ST,74.59,2019,Diploma,69.0,2022,64.16,APP0077_CET_Scorecard.pdf,APP0077_10th_Marksheet.pdf,APP0077_12th_Diploma_Marksheet.pdf,APP0077_Leaving_Certificate.pdf,APP0077_Caste_Certificate.pdf,APP0077_Application_Form.pdf
APP0078,Aditya Chhabra,Nathaniel Chhabra,Tara Chhabra,Male,2004-07-29,EWS,84.58,2019,Diploma,72.38,2021,74.25,APP0078_CET_Scorecard.pdf,APP0078_10th_Marksheet.pdf,APP0078_12th_Diploma_Marksheet.pdf,APP0078_Leaving_Certificate.pdf,APP0078_Caste_Certificate.pdf,APP0078_Application_Form.pdf
APP0079,Qarin Date,Dev Date,Vinaya Date,Male,2005-08-06,SC/ST,64.64,2018,12th,64.47,2022,82.87,APP0079_CET_Scorecard.pdf,APP0079_10th_Marksheet.pdf,APP0079_12th_Diploma_Marksheet.pdf,APP0079_Leaving_Certificate.pdf,APP0079_Caste_Certificate.pdf,APP0079_Application_Form.pdf
APP0080,Manbir Jhaveri,Finn Jhaveri,Idika Jhaveri,Male,2007-04-02,OPEN,64.64,2018,Diploma,67.34,2022,80.23,APP0080_CET_Scorecard.pdf,APP0080_10th_Marksheet.pdf,APP0080_12th_Diploma_Marksheet.pdf,APP0080_Leaving_Certificate.pdf,APP0080_Caste_Certificate.pdf,APP0080_Application_Form.pdf
APP0081,Brijesh Chahal,Harsh Chahal,Kavya Chahal,Male,2003-04-01,OBC,61.88,2020,Diploma,84.94,2021,80.26,APP0081_CET_Scorecard.pdf,APP0081_10th_Marksheet.pdf,APP0081_12th_Diploma_Marksheet.pdf,APP0081_Leaving_Certificate.pdf,APP0081_Caste_Certificate.pdf,APP0081_Application_Form.pdf
APP0082,Yochana Salvi,Fariq Salvi,Ati Salvi,Female,2003-07-02,SC/ST,67.62,2019,Diploma,56.55,2022,72.31,APP0082_CET_Scorecard.pdf,APP0082_10th_Marksheet.pdf,APP0082_12th_Diploma_Marksheet.pdf,APP0082_Leaving_Certificate.pdf,APP0082_Caste_Certificate.pdf,APP0082_Application_Form.pdf
APP0083,Chandran Doctor,Samarth Doctor,Kashvi Doctor,Male,2005-07-14,OBC,64.8,2019,12th,74.28,2020,69.59,APP0083_CET_Scorecard.pdf,APP0083_10th_Marksheet.pdf,APP0083_12th_Diploma_Marksheet.pdf,APP0083_Leaving_Certificate.pdf,APP0083_Caste_Certificate.pdf,APP0083_Application_Form.pdf
APP0084,Madhav Mani,Dalbir Mani,Ekantika Mani,Male,2007-03-13,OPEN,81.65,2020,Diploma,89.58,2022,78.57,APP0084_CET_Scorecard.pdf,APP0084_10th_Marksheet.pdf,APP0084_12th_Diploma_Marksheet.pdf,APP0084_Leaving_Certificate.pdf,APP0084_Caste_Certificate.pdf,APP0084_Application_Form.pdf
APP0085,Veda Pradhan,Veer Pradhan,Radha Pradhan,Female,2003-06-27,OBC,68.14,2019,12th,71.4,2020,78.91,APP0085_CET_Scorecard.pdf,APP0085_10th_Marksheet.pdf,APP0085_12th_Diploma_Marksheet.pdf,APP0085_Leaving_Certificate.pdf,APP0085_Caste_Certificate.pdf,APP0085_Application_Form.pdf
APP0086,Tristan Salvi,Charan Salvi,Ubika Salvi,Male,2004-11-14,OPEN,89.17,2020,12th,78.65,2020,93.16,APP0086_CET_Scorecard.pdf,APP0086_10th_Marksheet.pdf,APP0086_12th_Diploma_Marksheet.pdf,APP0086_Leaving_Certificate.pdf,APP0086_Caste_Certificate.pdf,APP0086_Application_Form.pdf
APP0087,Nicholas Bawa,Mason Bawa,Nidhi Bawa,Male,2006-05-30,SC/ST,91.58,2018,Diploma,58.09,2021,96.4,APP0087_CET_Scorecard.pdf,APP0087_10th_Marksheet.pdf,APP0087_12th_Diploma_Marksheet.pdf,APP0087_Leaving_Certificate.pdf,APP0087_Caste_Certificate.pdf,APP0087_Application_Form.pdf
APP0088,Viraj Merchant,Isaiah Merchant,Yauvani Merchant,Male,2004-12-01,OBC,77.19,2018,Diploma,90.06,2022,92.43,APP0088_CET_Scorecard.pdf,APP0088_10th_Marksheet.pdf,APP0088_12th_Diploma_Marksheet.pdf,APP0088_Leaving_Certificate.pdf,APP0088_Caste_Certificate.pdf,APP0088_Application_Form.pdf
APP0089,Tamanna Upadhyay,Rehaan Upadhyay,Leena Upadhyay,Female,2005-01-12,OBC,61.41,2019,12th,72.51,2020,94.09,APP0089_CET_Scorecard.pdf,APP0089_10th_Marksheet.pdf,APP0089_12th_Diploma_Marksheet.pdf,APP0089_Leaving_Certificate.pdf,APP0089_Caste_Certificate.pdf,APP0089_Application_Form.pdf
APP0090,Banjeet Morar,Chatresh Morar,Urmi Morar,Male,2006-11-12,OPEN,79.15,2019,Diploma,58.18,2021,82.14,APP0090_CET_Scorecard.pdf,APP0090_10th_Marksheet.pdf,APP0090_12th_Diploma_Marksheet.pdf,APP0090_Leaving_Certificate.pdf,APP0090_Caste_Certificate.pdf,APP0090_Application_Form.pdf
APP0091,Harshil Warrior,Timothy Warrior,Oeshi Warrior,Male,2005-12-22,OPEN,73.42,2018,Diploma,69.25,2020,68.61,APP0091_CET_Scorecard.pdf,APP0091_10th_Marksheet.pdf,APP0091_12th_Diploma_Marksheet.pdf,APP0091_Leaving_Certificate.pdf,APP0091_Caste_Certificate.pdf,APP0091_Application_Form.pdf
APP0092,Sara Walla,Shaurya Walla,Mitali Walla,Female,2003-01-02,SC/ST,61.22,2020,Diploma,81.43,2020,88.86,APP0092_CET_Scorecard.pdf,APP0092_10th_Marksheet.pdf,APP0092_12th_Diploma_Marksheet.pdf,APP0092_Leaving_Certificate.pdf,APP0092_Caste_Certificate.pdf,APP0092_Application_Form.pdf
APP0093,Onkar Konda,Krish Konda,Pushti Konda,Male,2003-05-14,OPEN,75.62,2019,12th,57.75,2022,90.51,APP0093_CET_Scorecard.pdf,APP0093_10th_Marksheet.pdf,APP0093_12th_Diploma_Marksheet.pdf,APP0093_Leaving_Certificate.pdf,APP0093_Caste_Certificate.pdf,APP0093_Application_Form.pdf
APP0094,Utkarsh Goel,Raghav Goel,Forum Goel,Male,2003-01-14,OPEN,90.62,2020,Diploma,72.94,2022,77.27,APP0094_CET_Scorecard.pdf,APP0094_10th_Marksheet.pdf,APP0094_12th_Diploma_Marksheet.pdf,APP0094_Leaving_Certificate.pdf,APP0094_Caste_Certificate.pdf,APP0094_Application_Form.pdf
APP0095,Pallavi Ramachandran,Charles Ramachandran,Bhavani Ramachandran,Female,2003-06-28,EWS,72.1,2018,12th,89.8,2021,73.88,APP0095_CET_Scorecard.pdf,APP0095_10th_Marksheet.pdf,APP0095_12th_Diploma_Marksheet.pdf,APP0095_Leaving_Certificate.pdf,APP0095_Caste_Certificate.pdf,APP0095_Application_Form.pdf
APP0096,Manbir Rajagopalan,David Rajagopalan,Harini Rajagopalan,Male,2004-09-21,OBC,66.67,2018,12th,92.18,2020,88.64,APP0096_CET_Scorecard.pdf,APP0096_10th_Marksheet.pdf,APP0096_12th_Diploma_Marksheet.pdf,APP0096_Leaving_Certificate.pdf,APP0096_Caste_Certificate.pdf,APP0096_Application_Form.pdf
APP0097,Prisha Rajagopalan,Jeet Rajagopalan,Urmi Rajagopalan,Female,2005-11-20,OPEN,66.23,2020,12th,90.14,2021,78.78,APP0097_CET_Scorecard.pdf,APP0097_10th_Marksheet.pdf,APP0097_12th_Diploma_Marksheet.pdf,APP0097_Leaving_Certificate.pdf,APP0097_Caste_Certificate.pdf,APP0097_Application_Form.pdf
APP0098,Saksham Dhawan,Manthan Dhawan,Bhanumati Dhawan,Male,2002-11-30,OPEN,60.59,2018,12th,63.62,2020,64.86,APP0098_CET_Scorecard.pdf,APP0098_10th_Marksheet.pdf,APP0098_12th_Diploma_Marksheet.pdf,APP0098_Leaving_Certificate.pdf,APP0098_Caste_Certificate.pdf,APP0098_Application_Form.pdf
APP0099,Aarnav Ravel,Gaurang Ravel,Mohini Ravel,Male,2006-12-21,OPEN,67.88,2018,Diploma,72.89,2020,84.99,APP0099_CET_Scorecard.pdf,APP0099_10th_Marksheet.pdf,APP0099_12th_Diploma_Marksheet.pdf,APP0099_Leaving_Certificate.pdf,APP0099_Caste_Certificate.pdf,APP0099_Application_Form.pdf
APP0100,Nitara Parmer,Aadi Parmer,Upasna Parmer,Female,2004-12-06,OPEN,85.99,2019,12th,66.16,2022,74.48,APP0100_CET_Scorecard.pdf,APP0100_10th_Marksheet.pdf,APP0100_12th_Diploma_Marksheet.pdf,APP0100_Leaving_Certificate.pdf,APP0100_Caste_Certificate.pdf,APP0100_Application_Form.pdf
APP0101,Tamanna Hans,Ikbal Hans,Eiravati Hans,Female,2005-12-29,OPEN,83.56,2020,12th,74.87,2020,76.26,APP0101_CET_Scorecard.pdf,APP0101_10th_Marksheet.pdf,APP0101_12th_Diploma_Marksheet.pdf,APP0101_Leaving_Certificate.pdf,APP0101_Caste_Certificate.pdf,APP0101_Application_Form.pdf
APP0102,Advaith De,Tristan De,Omaja De,Male,2004-06-14,SC/ST,67.04,2019,Diploma,62.14,2022,73.81,APP0102_CET_Scorecard.pdf,APP0102_10th_Marksheet.pdf,APP0102_12th_Diploma_Marksheet.pdf,APP0102_Leaving_Certificate.pdf,APP0102_Caste_Certificate.pdf,APP0102_Application_Form.pdf
APP0103,Dominic Dutt,Udarsh Dutt,Sara Dutt,Male,2005-03-20,OBC,67.05,2019,Diploma,93.78,2022,93.21,APP0103_CET_Scorecard.pdf,APP0103_10th_Marksheet.pdf,APP0103_12th_Diploma_Marksheet.pdf,APP0103_Leaving_Certificate.pdf,APP0103_Caste_Certificate.pdf,APP0103_Application_Form.pdf
APP0104,Yash Chana,Anay Chana,Widisha Chana,Male,2007-03-13,OBC,78.21,2020,12th,89.0,2020,74.86,APP0104_CET_Scorecard.pdf,APP0104_10th_Marksheet.pdf,APP0104_12th_Diploma_Marksheet.pdf,APP0104_Leaving_Certificate.pdf,APP0104_Caste_Certificate.pdf,APP0104_Application_Form.pdf
APP0105,Ayushman Bhat,Harshil Bhat,Kashvi Bhat,Male,2004-03-26,EWS,73.37,2018,Diploma,55.18,2022,63.09,APP0105_CET_Scorecard.pdf,APP0105_10th_Marksheet.pdf,APP0105_12th_Diploma_Marksheet.pdf,APP0105_Leaving_Certificate.pdf,APP0105_Caste_Certificate.pdf,APP0105_Application_Form.pdf
APP0106,Vinaya Cheema,Pranav Cheema,Adya Cheema,Female,2006-03-12,OPEN,86.93,2019,Diploma,84.76,2021,91.63,APP0106_CET_Scorecard.pdf,APP0106_10th_Marksheet.pdf,APP0106_12th_Diploma_Marksheet.pdf,APP0106_Leaving_Certificate.pdf,APP0106_Caste_Certificate.pdf,APP0106_Application_Form.pdf
APP0107,Warinder Pingle,Xavier Pingle,Aashi Pingle,Male,2004-01-31,OBC,74.24,2018,12th,69.55,2022,75.49,APP0107_CET_Scorecard.pdf,APP0107_10th_Marksheet.pdf,APP0107_12th_Diploma_Marksheet.pdf,APP0107_Leaving_Certificate.pdf,APP0107_Caste_Certificate.pdf,APP0107_Application_Form.pdf
APP0108,Ethan Andra,Chatura Andra,Vasudha Andra,Male,2002-12-26,SC/ST,81.01,2019,12th,74.32,2021,80.34,APP0108_CET_Scorecard.pdf,APP0108_10th_Marksheet.pdf,APP0108_12th_Diploma_Marksheet.pdf,APP0108_Leaving_Certificate.pdf,APP0108_Caste_Certificate.pdf,APP0108_Application_Form.pdf
APP0109,Thomas Toor,Robert Toor,Diya Toor,Male,2002-12-11,OPEN,84.92,2019,12th,90.55,2021,86.8,APP0109_CET_Scorecard.pdf,APP0109_10th_Marksheet.pdf,APP0109_12th_Diploma_Marksheet.pdf,APP0109_Leaving_Certificate.pdf,APP0109_Caste_Certificate.pdf,APP0109_Application_Form.pdf
APP0110,Bhavani Kibe,Balvan Kibe,Ekantika Kibe,Female,2004-03-09,OPEN,63.72,2020,12th,68.85,2020,97.41,APP0110_CET_Scorecard.pdf,APP0110_10th_Marksheet.pdf,APP0110_12th_Diploma_Marksheet.pdf,APP0110_Leaving_Certificate.pdf,APP0110_Caste_Certificate.pdf,APP0110_Application_Form.pdf
APP0111,Harini Kapadia,Hritik Kapadia,Sneha Kapadia,Female,2007-10-28,OPEN,97.94,2020,12th,79.99,2022,60.46,APP0111_CET_Scorecard.pdf,APP0111_10th_Marksheet.pdf,APP0111_12th_Diploma_Marksheet.pdf,APP0111_Leaving_Certificate.pdf,APP0111_Caste_Certificate.pdf,APP0111_Application_Form.pdf
APP0112,Logan Raju,Gabriel Raju,Gayathri Raju,Male,2004-07-29,EWS,68.83,2020,12th,68.11,2021,89.79,APP0112_CET_Scorecard.pdf,APP0112_10th_Marksheet.pdf,APP0112_12th_Diploma_Marksheet.pdf,APP0112_Leaving_Certificate.pdf,APP0112_Caste_Certificate.pdf,APP0112_Application_Form.pdf
APP0113,Neel Chanda,Naksh Chanda,Vyanjana Chanda,Male,2005-12-10,OPEN,84.05,2018,Diploma,73.86,2021,89.18,APP0113_CET_Scorecard.pdf,APP0113_10th_Marksheet.pdf,APP0113_12th_Diploma_Marksheet.pdf,APP0113_Leaving_Certificate.pdf,APP0113_Caste_Certificate.pdf,APP0113_Application_Form.pdf
APP0114,Samaksh Narayanan,Jeremiah Narayanan,Yachana Narayanan,Male,2004-06-10,OPEN,64.89,2019,Diploma,63.23,2020,96.06,APP0114_CET_Scorecard.pdf,APP0114_10th_Marksheet.pdf,APP0114_12th_Diploma_Marksheet.pdf,APP0114_Leaving_Certificate.pdf,APP0114_Caste_Certificate.pdf,APP0114_Application_Form.pdf
APP0115,Saksham Sachar,Nakul Sachar,Varsha Sachar,Male,2003-05-27,OPEN,66.84,2019,12th,60.15,2021,94.68,APP0115_CET_Scorecard.pdf,APP0115_10th_Marksheet.pdf,APP0115_12th_Diploma_Marksheet.pdf,APP0115_Leaving_Certificate.pdf,APP0115_Caste_Certificate.pdf,APP0115_Application_Form.pdf
APP0116,Michael Doshi,Benjamin Doshi,Vasana Doshi,Male,2006-11-07,OPEN,73.83,2019,12th,87.66,2020,83.01,APP0116_CET_Scorecard.pdf,APP0116_10th_Marksheet.pdf,APP0116_12th_Diploma_Marksheet.pdf,APP0116_Leaving_Certificate.pdf,APP0116_Caste_Certificate.pdf,APP0116_Application_Form.pdf
APP0117,Qadim Brar,Wazir Brar,Nidhi Brar,Male,2004-01-26,OPEN,95.79,2018,12th,66.88,2020,63.55,APP0117_CET_Scorecard.pdf,APP0117_10th_Marksheet.pdf,APP0117_12th_Diploma_Marksheet.pdf,APP0117_Leaving_Certificate.pdf,APP0117_Caste_Certificate.pdf,APP0117_Application_Form.pdf
APP0118,Bahadurjit Dave,Isaiah Dave,Megha Dave,Male,2004-11-02,OBC,66.56,2020,12th,67.55,2021,95.79,APP0118_CET_Scorecard.pdf,APP0118_10th_Marksheet.pdf,APP0118_12th_Diploma_Marksheet.pdf,APP0118_Leaving_Certificate.pdf,APP0118_Caste_Certificate.pdf,APP0118_Application_Form.pdf
APP0119,Sachi Acharya,Nihal Acharya,Vedhika Acharya,Female,2005-11-13,OPEN,91.22,2018,12th,72.93,2022,77.01,APP0119_CET_Scorecard.pdf,APP0119_10th_Marksheet.pdf,APP0119_12th_Diploma_Marksheet.pdf,APP0119_Leaving_Certificate.pdf,APP0119_Caste_Certificate.pdf,APP0119_Application_Form.pdf
APP0120,Vasatika Luthra,Abhiram Luthra,Upma Luthra,Female,2007-03-15,SC/ST,79.53,2020,Diploma,93.84,2021,77.61,APP0120_CET_Scorecard.pdf,APP0120_10th_Marksheet.pdf,APP0120_12th_Diploma_Marksheet.pdf,APP0120_Leaving_Certificate.pdf,APP0120_Caste_Certificate.pdf,APP0120_Application_Form.pdf
APP0121,William Roy,Owen Roy,Tara Roy,Male,2003-01-12,OPEN,81.84,2018,12th,66.04,2022,72.98,APP0121_CET_Scorecard.pdf,APP0121_10th_Marksheet.pdf,APP0121_12th_Diploma_Marksheet.pdf,APP0121_Leaving_Certificate.pdf,APP0121_Caste_Certificate.pdf,APP0121_Application_Form.pdf
APP0122,Pooja Basu,Ranbir Basu,Omisha Basu,Female,2002-11-03,EWS,67.41,2019,12th,78.84,2021,83.62,APP0122_CET_Scorecard.pdf,APP0122_10th_Marksheet.pdf,APP0122_12th_Diploma_Marksheet.pdf,APP0122_Leaving_Certificate.pdf,APP0122_Caste_Certificate.pdf,APP0122_Application_Form.pdf
APP0123,Rachana Bhandari,William Bhandari,Sara Bhandari,Female,2002-11-20,SC/ST,88.15,2020,Diploma,82.3,2020,63.22,APP0123_CET_Scorecard.pdf,APP0123_10th_Marksheet.pdf,APP0123_12th_Diploma_Marksheet.pdf,APP0123_Leaving_Certificate.pdf,APP0123_Caste_Certificate.pdf,APP0123_Application_Form.pdf
APP0124,Lila Dhar,Reyansh Dhar,Anjali Dhar,Female,2007-07-24,OPEN,90.63,2018,Diploma,70.77,2021,99.36,APP0124_CET_Scorecard.pdf,APP0124_10th_Marksheet.pdf,APP0124_12th_Diploma_Marksheet.pdf,APP0124_Leaving_Certificate.pdf,APP0124_Caste_Certificate.pdf,APP0124_Application_Form.pdf
APP0125,Kabir Khurana,Christopher Khurana,Chaitaly Khurana,Male,2005-12-13,SC/ST,73.82,2019,Diploma,70.93,2021,76.39,APP0125_CET_Scorecard.pdf,APP0125_10th_Marksheet.pdf,APP0125_12th_Diploma_Marksheet.pdf,APP0125_Leaving_Certificate.pdf,APP0125_Caste_Certificate.pdf,APP0125_Application_Form.pdf
APP0126,Krishna Aurora,Tristan Aurora,Sanaya Aurora,Female,2007-03-05,OBC,94.19,2018,12th,84.73,2020,75.78,APP0126_CET_Scorecard.pdf,APP0126_10th_Marksheet.pdf,APP0126_12th_Diploma_Marksheet.pdf,APP0126_Leaving_Certificate.pdf,APP0126_Caste_Certificate.pdf,APP0126_Application_Form.pdf
APP0127,Mitesh Sahni,Mitesh Sahni,Diya Sahni,Male,2004-01-02,SC/ST,87.66,2019,Diploma,81.22,2022,93.48,APP0127_CET_Scorecard.pdf,APP0127_10th_Marksheet.pdf,APP0127_12th_Diploma_Marksheet.pdf,APP0127_Leaving_Certificate.pdf,APP0127_Caste_Certificate.pdf,APP0127_Application_Form.pdf
APP0128,Madhavi Koshy,Victor Koshy,Hiral Koshy,Female,2005-10-29,EWS,71.94,2020,Diploma,74.41,2020,97.98,APP0128_CET_Scorecard.pdf,APP0128_10th_Marksheet.pdf,APP0128_12th_Diploma_Marksheet.pdf,APP0128_Leaving_Certificate.pdf,APP0128_Caste_Certificate.pdf,APP0128_Application_Form.pdf
APP0129,Imaran Goel,Ekbal Goel,Vedhika Goel,Male,2003-08-02,OPEN,91.99,2019,12th,62.4,2020,77.68,APP0129_CET_Scorecard.pdf,APP0129_10th_Marksheet.pdf,APP0129_12th_Diploma_Marksheet.pdf,APP0129_Leaving_Certificate.pdf,APP0129_Caste_Certificate.pdf,APP0129_Application_Form.pdf
APP0130,Tanmayi Kapadia,David Kapadia,Shravya Kapadia,Female,2006-02-23,OBC,93.62,2018,12th,93.07,2020,72.99,APP0130_CET_Scorecard.pdf,APP0130_10th_Marksheet.pdf,APP0130_12th_Diploma_Marksheet.pdf,APP0130_Leaving_Certificate.pdf,APP0130_Caste_Certificate.pdf,APP0130_Application_Form.pdf
APP0131,Kalpit Dua,Ayushman Dua,Watika Dua,Male,2006-02-12,OPEN,95.36,2019,Diploma,66.98,2022,82.38,APP0131_CET_Scorecard.pdf,APP0131_10th_Marksheet.pdf,APP0131_12th_Diploma_Marksheet.pdf,APP0131_Leaving_Certificate.pdf,APP0131_Caste_Certificate.pdf,APP0131_Application_Form.pdf
APP0132,Sai Barman,Lohit Barman,Odika Barman,Female,2003-07-02,SC/ST,76.87,2019,12th,55.59,2021,80.91,APP0132_CET_Scorecard.pdf,APP0132_10th_Marksheet.pdf,APP0132_12th_Diploma_Marksheet.pdf,APP0132_Leaving_Certificate.pdf,APP0132_Caste_Certificate.pdf,APP0132_Application_Form.pdf
APP0133,Gautam Kothari,Girik Kothari,Anita Kothari,Male,2004-10-04,SC/ST,75.76,2019,12th,89.83,2021,68.61,APP0133_CET_Scorecard.pdf,APP0133_10th_Marksheet.pdf,APP0133_12th_Diploma_Marksheet.pdf,APP0133_Leaving_Certificate.pdf,APP0133_Caste_Certificate.pdf,APP0133_Application_Form.pdf
APP0134,Widisha Dalal,Pranav Dalal,Advika Dalal,Female,2003-02-06,OBC,78.28,2019,12th,75.34,2022,88.97,APP0134_CET_Scorecard.pdf,APP0134_10th_Marksheet.pdf,APP0134_12th_Diploma_Marksheet.pdf,APP0134_Leaving_Certificate.pdf,APP0134_Caste_Certificate.pdf,APP0134_Application_Form.pdf
APP0135,Tara Kamdar,Alexander Kamdar,Aradhana Kamdar,Female,2004-12-24,OBC,78.3,2019,12th,61.56,2021,60.27,APP0135_CET_Scorecard.pdf,APP0135_10th_Marksheet.pdf,APP0135_12th_Diploma_Marksheet.pdf,APP0135_Leaving_Certificate.pdf,APP0135_Caste_Certificate.pdf,APP0135_Application_Form.pdf
APP0136,Gautam Saha,Onkar Saha,Yauvani Saha,Male,2004-06-06,OPEN,70.73,2019,12th,82.1,2021,68.59,APP0136_CET_Scorecard.pdf,APP0136_10th_Marksheet.pdf,APP0136_12th_Diploma_Marksheet.pdf,APP0136_Leaving_Certificate.pdf,APP0136_Caste_Certificate.pdf,APP0136_Application_Form.pdf
APP0137,Finn Devi,Maanas Devi,Leela Devi,Male,2007-03-14,SC/ST,83.71,2020,12th,82.11,2022,94.3,APP0137_CET_Scorecard.pdf,APP0137_10th_Marksheet.pdf,APP0137_12th_Diploma_Marksheet.pdf,APP0137_Leaving_Certificate.pdf,APP0137_Caste_Certificate.pdf,APP0137_Application_Form.pdf
APP0138,Mason Bir,Udant Bir,Avni Bir,Male,2006-06-09,OBC,61.66,2018,12th,71.56,2022,88.23,APP0138_CET_Scorecard.pdf,APP0138_10th_Marksheet.pdf,APP0138_12th_Diploma_Marksheet.pdf,APP0138_Leaving_Certificate.pdf,APP0138_Caste_Certificate.pdf,APP0138_Application_Form.pdf
APP0139,Agastya Mani,Shaurya Mani,Ishani Mani,Male,2005-06-11,OPEN,96.44,2020,Diploma,91.64,2022,84.24,APP0139_CET_Scorecard.pdf,APP0139_10th_Marksheet.pdf,APP0139_12th_Diploma_Marksheet.pdf,APP0139_Leaving_Certificate.pdf,APP0139_Caste_Certificate.pdf,APP0139_Application_Form.pdf
APP0140,Yug Pingle,Banjeet Pingle,Vinaya Pingle,Male,2003-05-21,SC/ST,76.27,2019,12th,87.0,2021,95.65,APP0140_CET_Scorecard.pdf,APP0140_10th_Marksheet.pdf,APP0140_12th_Diploma_Marksheet.pdf,APP0140_Leaving_Certificate.pdf,APP0140_Caste_Certificate.pdf,APP0140_Application_Form.pdf
APP0141,Chaman Dugar,Naveen Dugar,Qushi Dugar,Female,2004-12-15,OPEN,96.59,2019,12th,60.02,2020,69.92,APP0141_CET_Scorecard.pdf,APP0141_10th_Marksheet.pdf,APP0141_12th_Diploma_Marksheet.pdf,APP0141_Leaving_Certificate.pdf,APP0141_Caste_Certificate.pdf,APP0141_Application_Form.pdf
APP0142,Elijah Mangal,Siddharth Mangal,Hemani Mangal,Male,2003-05-12,SC/ST,90.55,2020,Diploma,61.63,2021,88.8,APP0142_CET_Scorecard.pdf,APP0142_10th_Marksheet.pdf,APP0142_12th_Diploma_Marksheet.pdf,APP0142_Leaving_Certificate.pdf,APP0142_Caste_Certificate.pdf,APP0142_Application_Form.pdf
APP0143,Anusha Parikh,Gaurav Parikh,Jagvi Parikh,Female,2003-09-16,OBC,63.39,2019,Diploma,81.4,2021,80.99,APP0143_CET_Scorecard.pdf,APP0143_10th_Marksheet.pdf,APP0143_12th_Diploma_Marksheet.pdf,APP0143_Leaving_Certificate.pdf,APP0143_Caste_Certificate.pdf,APP0143_Application_Form.pdf
APP0144,Anvi Choudhary,Christopher Choudhary,Tanvi Choudhary,Female,2006-08-11,OBC,82.52,2018,12th,80.76,2022,76.46,APP0144_CET_Scorecard.pdf,APP0144_10th_Marksheet.pdf,APP0144_12th_Diploma_Marksheet.pdf,APP0144_Leaving_Certificate.pdf,APP0144_Caste_Certificate.pdf,APP0144_Application_Form.pdf
APP0145,Kala Naidu,Vihaan Naidu,Widisha Naidu,Female,2004-03-24,OPEN,85.11,2020,12th,76.37,2021,80.58,APP0145_CET_Scorecard.pdf,APP0145_10th_Marksheet.pdf,APP0145_12th_Diploma_Marksheet.pdf,APP0145_Leaving_Certificate.pdf,APP0145_Caste_Certificate.pdf,APP0145_Application_Form.pdf
APP0146,Rishi Sachdev,Dhruv Sachdev,Vedhika Sachdev,Male,2006-02-19,EWS,70.62,2020,12th,57.77,2020,93.49,APP0146_CET_Scorecard.pdf,APP0146_10th_Marksheet.pdf,APP0146_12th_Diploma_Marksheet.pdf,APP0146_Leaving_Certificate.pdf,APP0146_Caste_Certificate.pdf,APP0146_Application_Form.pdf
APP0147,Aarini Agarwal,Wriddhish Agarwal,Vanya Agarwal,Female,2007-06-12,OPEN,76.26,2018,12th,84.96,2020,85.56,APP0147_CET_Scorecard.pdf,APP0147_10th_Marksheet.pdf,APP0147_12th_Diploma_Marksheet.pdf,APP0147_Leaving_Certificate.pdf,APP0147_Caste_Certificate.pdf,APP0147_Application_Form.pdf
APP0148,Noah Sathe,Qarin Sathe,Bhavika Sathe,Male,2003-10-17,SC/ST,60.85,2020,12th,69.42,2020,81.11,APP0148_CET_Scorecard.pdf,APP0148_10th_Marksheet.pdf,APP0148_12th_Diploma_Marksheet.pdf,APP0148_Leaving_Certificate.pdf,APP0148_Caste_Certificate.pdf,APP0148_Application_Form.pdf
APP0149,Ridhi Toor,Gunbir Toor,Maya Toor,Female,2005-04-08,SC/ST,88.03,2018,12th,69.31,2020,94.13,APP0149_CET_Scorecard.pdf,APP0149_10th_Marksheet.pdf,APP0149_12th_Diploma_Marksheet.pdf,APP0149_Leaving_Certificate.pdf,APP0149_Caste_Certificate.pdf,APP0149_Application_Form.pdf
APP0150,Raksha Peri,Aayush Peri,Gauri Peri,Female,2007-04-06,OPEN,86.16,2019,Diploma,94.07,2021,65.72,APP0150_CET_Scorecard.pdf,APP0150_10th_Marksheet.pdf,APP0150_12th_Diploma_Marksheet.pdf,APP0150_Leaving_Certificate.pdf,APP0150_Caste_Certificate.pdf,APP0150_Application_Form.pdf
APP0151,Balveer Sarkar,Tanay Sarkar,Vinaya Sarkar,Male,2007-05-02,OBC,83.3,2019,12th,76.97,2021,87.94,APP0151_CET_Scorecard.pdf,APP0151_10th_Marksheet.pdf,APP0151_12th_Diploma_Marksheet.pdf,APP0151_Leaving_Certificate.pdf,APP0151_Caste_Certificate.pdf,APP0151_Application_Form.pdf
APP0152,Yashica Shenoy,Kiaan Shenoy,Jyoti Shenoy,Female,2007-01-28,OPEN,60.54,2020,Diploma,75.13,2020,69.42,APP0152_CET_Scorecard.pdf,APP0152_10th_Marksheet.pdf,APP0152_12th_Diploma_Marksheet.pdf,APP0152_Leaving_Certificate.pdf,APP0152_Caste_Certificate.pdf,APP0152_Application_Form.pdf
