app_id,doc_type,name,father_name,mother_name,dob,school,board,year,percentage,education_type,institution,category,gender,rank,percentile,reason,character,issue_date,certificate_number,issuing_authority,last_institution,year_of_leaving
APP0098,caste_certificate,Saksham Dhawan,Manthan Dhawan,,2002-11-30,,,,,,,OPEN,,,,,,,,,,
APP0098,application_form,Saksham Dhawan,Manthan Dhawan,Bhanumati Dhawan,2002-11-30,,,,,,,OPEN,Male,,,,,,,,,
APP0099,10th_marksheet,Aarnav Ravel,Gaurang Ravel,Mohini Ravel,2006-12-21,,,2018,67.88%,,,,,,,,,,,,,
APP0099,diploma_marksheet,Aarnav Ravel,Gaurang Ravel,,,,,2020,72.89%,Diploma,,,,,,,,,,,,
APP0099,leaving_certificate,Aarnav Ravel,Gaurang Ravel,,2006-12-21,,,,,,,,,,,,,,,,,
APP0099,cet_scorecard,Aarnav Ravel,Gaurang Ravel,Mohini Ravel,2006-12-21,,,,,,,OPEN,Male,,84.99%,,,,,,,
APP0099,caste_certificate,Aarnav Ravel,Gaurang Ravel,,2006-12-21,,,,,,,OPEN,,,,,,,,,,
APP0099,application_form,Aarnav Ravel,Gaurang Ravel,Mohini Ravel,2006-12-21,,,,,,,OPEN,Male,,,,,,,,,
APP0100,10th_marksheet,Nitara Parmer,Aadi Parmer,Upasna Parmer,2004-12-06,,,2019,85.99%,,,,,,,,,,,,,
APP0100,diploma_marksheet,Nitara Parmer,Aadi Parmer,,,,,2022,66.16%,12th,,,,,,,,,,,,
APP0100,leaving_certificate,Nitara Parmer,Aadi Parmer,,2004-12-06,,,,,,,,,,,,,,,,,
APP0100,cet_scorecard,Nitara Parmer,Aadi Parmer,Upasna Parmer,2004-12-06,,,,,,,OPEN,Female,,74.48%,,,,,,,
APP0100,caste_certificate,Nitara Parmer,Aadi Parmer,,2004-12-06,,,,,,,OPEN,,,,,,,,,,
APP0100,application_form,Nitara Parmer,Aadi Parmer,Upasna Parmer,2004-12-06,,,,,,,OPEN,Female,,,,,,,,,
APP0101,10th_marksheet,Tamanna Hans,Ikbal Hans,Eiravati Hans,2005-12-29,,,2020,83.56%,,,,,,,,,,,,,
APP0101,diploma_marksheet,Tamanna Hans,Ikbal Hans,,,,,2020,74.87%,12th,,,,,,,,,,,,
APP0101,leaving_certificate,Tamanna Hans,Ikbal Hans,,2005-12-29,,,,,,,,,,,,,,,,,
APP0101,cet_scorecard,Tamanna Hans,Ikbal Hans,Eiravati Hans,2005-12-29,,,,,,,OPEN,Female,,76.26%,,,,,,,
APP0101,caste_certificate,Tamanna Hans,Ikbal Hans,,2005-12-29,,,,,,,OPEN,,,,,,,,,,
APP0101,application_form,Tamanna Hans,Ikbal Hans,Eiravati Hans,2005-12-29,,,,,,,OPEN,Female,,,,,,,,,
APP0102,10th_marksheet,Advaith De,Tristan De,Omaja De,2004-06-14,,,2019,67.04%,,,,,,,,,,,,,
APP0102,diploma_marksheet,Advaith De,Tristan De,,,,,2022,62.14%,Diploma,,,,,,,,,,,,
APP0102,leaving_certificate,Advaith De,Tristan De,,2004-06-14,,,,,,,,,,,,,,,,,
APP0102,cet_scorecard,Advaith De,Tristan De,Omaja De,2004-06-14,,,,,,,SC/ST,Male,,73.81%,,,,,,,
APP0102,caste_certificate,Advaith De,Tristan De,,2004-06-14,,,,,,,SC/ST,,,,,,,,,,
APP0102,application_form,Advaith De,Tristan De,Omaja De,2004-06-14,,,,,,,SC/ST,Male,,,,,,,,,
APP0103,10th_marksheet,Dominic Dutt,Udarsh Dutt,Sara Dutt,2005-03-20,,,2019,67.05%,,,,,,,,,,,,,
APP0103,diploma_marksheet,Dominic Dutt,Udarsh Dutt,,,,,2022,93.78%,Diploma,,,,,,,,,,,,
APP0103,leaving_certificate,Dominic Dutt,Udarsh Dutt,,2005-03-20,,,,,,,,,,,,,,,,,
APP0103,cet_scorecard,Dominic Dutt,Udarsh Dutt,Sara Dutt,2005-03-20,,,,,,,OBC,Male,,93.21%,,,,,,,
APP0103,caste_certificate,Dominic Dutt,Udarsh Dutt,,2005-03-20,,,,,,,OBC,,,,,,,,,,
APP0103,application_form,Dominic Dutt,Udarsh Dutt,Sara Dutt,2005-03-20,,,,,,,OBC,Male,,,,,,,,,
APP0104,10th_marksheet,Yash Chana,Anay Chana,Widisha Chana,2007-03-13,,,2020,78.21%,,,,,,,,,,,,,
APP0104,diploma_marksheet,Yash Chana,Anay Chana,,,,,2020,89.0%,12th,,,,,,,,,,,,
APP0104,leaving_certificate,Yash Chana,Anay Chana,,2007-03-13,,,,,,,,,,,,,,,,,
APP0104,cet_scorecard,Yash Chana,Anay Chana,Widisha Chana,2007-03-13,,,,,,,OBC,Male,,74.86%,,,,,,,
APP0104,caste_certificate,Yash Chana,Anay Chana,,2007-03-13,,,,,,,OBC,,,,,,,,,,
APP0104,application_form,Yash Chana,Anay Chana,Widisha Chana,2007-03-13,,,,,,,OBC,Male,,,,,,,,,
APP0105,10th_marksheet,Ayushman Bhat,Harshil Bhat,Kashvi Bhat,2004-03-26,,,2018,73.37%,,,,,,,,,,,,,
APP0105,diploma_marksheet,Ayushman Bhat,Harshil Bhat,,,,,2022,55.18%,Diploma,,,,,,,,,,,,
APP0105,leaving_certificate,Ayushman Bhat,Harshil Bhat,,2004-03-26,,,,,,,,,,,,,,,,,
APP0105,cet_scorecard,Ayushman Bhat,Harshil Bhat,Kashvi Bhat,2004-03-26,,,,,,,EWS,Male,,63.09%,,,,,,,
APP0105,caste_certificate,Ayushman Bhat,Harshil Bhat,,2004-03-26,,,,,,,EWS,,,,,,,,,,
APP0105,application_form,Ayushman Bhat,Harshil Bhat,Kashvi Bhat,2004-03-26,,,,,,,EWS,Male,,,,,,,,,
APP0106,10th_marksheet,Vinaya Cheema,Pranav Cheema,Adya Cheema,2006-03-12,,,2019,86.93%,,,,,,,,,,,,,
APP0106,diploma_marksheet,Vinaya Cheema,Pranav Cheema,,,,,2021,84.76%,Diploma,,,,,,,,,,,,
APP0106,leaving_certificate,Vinaya Cheema,Pranav Cheema,,2006-03-12,,,,,,,,,,,,,,,,,
APP0106,cet_scorecard,Vinaya Cheema,Pranav Cheema,Adya Cheema,2006-03-12,,,,,,,OPEN,Female,,91.63%,,,,,,,
APP0106,caste_certificate,Vinaya Cheema,Pranav Cheema,,2006-03-12,,,,,,,OPEN,,,,,,,,,,
APP0106,application_form,Vinaya Cheema,Pranav Cheema,Adya Cheema,2006-03-12,,,,,,,OPEN,Female,,,,,,,,,
APP0107,10th_marksheet,Warinder Pingle,Xavier Pingle,Aashi Pingle,2004-01-31,,,2018,74.24%,,,,,,,,,,,,,
APP0107,diploma_marksheet,Warinder Pingle,Xavier Pingle,,,,,2022,69.55%,12th,,,,,,,,,,,,
APP0107,leaving_certificate,Warinder Pingle,Xavier Pingle,,2004-01-31,,,,,,,,,,,,,,,,,
APP0107,cet_scorecard,Warinder Pingle,Xavier Pingle,Aashi Pingle,2004-01-31,,,,,,,OBC,Male,,75.49%,,,,,,,
APP0107,caste_certificate,Warinder Pingle,Xavier Pingle,,2004-01-31,,,,,,,OBC,,,,,,,,,,
APP0107,application_form,Warinder Pingle,Xavier Pingle,Aashi Pingle,2004-01-31,,,,,,,OBC,Male,,,,,,,,,
APP0108,10th_marksheet,Ethan Andra,Chatura Andra,Vasudha Andra,2002-12-26,,,2019,81.01%,,,,,,,,,,,,,
APP0108,diploma_marksheet,Ethan Andra,Chatura Andra,,,,,2021,74.32%,12th,,,,,,,,,,,,
APP0108,leaving_certificate,Ethan Andra,Chatura Andra,,2002-12-26,,,,,,,,,,,,,,,,,
APP0108,cet_scorecard,Ethan Andra,Chatura Andra,Vasudha Andra,2002-12-26,,,,,,,SC/ST,Male,,80.34%,,,,,,,
APP0108,caste_certificate,Ethan Andra,Chatura Andra,,2002-12-26,,,,,,,SC/ST,,,,,,,,,,
APP0108,application_form,Ethan Andra,Chatura Andra,Vasudha Andra,2002-12-26,,,,,,,SC/ST,Male,,,,,,,,,
APP0109,10th_marksheet,Thomas Toor,Robert Toor,Diya Toor,2002-12-11,,,2019,84.92%,,,,,,,,,,,,,
APP0109,diploma_marksheet,Thomas Toor,Robert Toor,,,,,2021,90.55%,12th,,,,,,,,,,,,
APP0109,leaving_certificate,Thomas Toor,Robert Toor,,2002-12-11,,,,,,,,,,,,,,,,,
APP0109,cet_scorecard,Thomas Toor,Robert Toor,Diya Toor,2002-12-11,,,,,,,OPEN,Male,,86.8%,,,,,,,
APP0109,caste_certificate,Thomas Toor,Robert Toor,,2002-12-11,,,,,,,OPEN,,,,,,,,,,
APP0109,application_form,Thomas Toor,Robert Toor,Diya Toor,2002-12-11,,,,,,,OPEN,Male,,,,,,,,,
APP0110,10th_marksheet,Bhavani Kibe,Balvan Kibe,Ekantika Kibe,2004-03-09,,,2020,63.72%,,,,,,,,,,,,,
APP0110,diploma_marksheet,Bhavani Kibe,Balvan Kibe,,,,,2020,68.85%,12th,,,,,,,,,,,,
APP0110,leaving_certificate,Bhavani Kibe,Balvan Kibe,,2004-03-09,,,,,,,,,,,,,,,,,
APP0110,cet_scorecard,Bhavani Kibe,Balvan Kibe,Ekantika Kibe,2004-03-09,,,,,,,OPEN,Female,,97.41%,,,,,,,
APP0110,caste_certificate,Bhavani Kibe,Balvan Kibe,,2004-03-09,,,,,,,OPEN,,,,,,,,,,
APP0110,application_form,Bhavani Kibe,Balvan Kibe,Ekantika Kibe,2004-03-09,,,,,,,OPEN,Female,,,,,,,,,
APP0111,10th_marksheet,Harini Kapadia,Hritik Kapadia,Sneha Kapadia,2007-10-28,,,2020,97.94%,,,,,,,,,,,,,
APP0111,diploma_marksheet,Harini Kapadia,Hritik Kapadia,,,,,2022,79.99%,12th,,,,,,,,,,,,
APP0111,leaving_certificate,Harini Kapadia,Hritik Kapadia,,2007-10-28,,,,,,,,,,,,,,,,,
APP0111,cet_scorecard,Harini Kapadia,Hritik Kapadia,Sneha Kapadia,2007-10-28,,,,,,,OPEN,Female,,60.46%,,,,,,,
APP0111,caste_certificate,Harini Kapadia,Hritik Kapadia,,2007-10-28,,,,,,,OPEN,,,,,,,,,,
APP0111,application_form,Harini Kapadia,Hritik Kapadia,Sneha Kapadia,2007-10-28,,,,,,,OPEN,Female,,,,,,,,,
APP0112,10th_marksheet,Logan Raju,Gabriel Raju,Gayathri Raju,2004-07-29,,,2020,68.83%,,,,,,,,,,,,,
APP0112,diploma_marksheet,Logan Raju,Gabriel Raju,,,,,2021,68.11%,12th,,,,,,,,,,,,
APP0112,leaving_certificate,Logan Raju,Gabriel Raju,,2004-07-29,,,,,,,,,,,,,,,,,
APP0112,cet_scorecard,Logan Raju,Gabriel Raju,Gayathri Raju,2004-07-29,,,,,,,EWS,Male,,89.79%,,,,,,,
APP0112,caste_certificate,Logan Raju,Gabriel Raju,,2004-07-29,,,,,,,EWS,,,,,,,,,,
APP0112,application_form,Logan Raju,Gabriel Raju,Gayathri Raju,2004-07-29,,,,,,,EWS,Male,,,,,,,,,
APP0113,10th_marksheet,Neel Chanda,Naksh Chanda,Vyanjana Chanda,2005-12-10,,,2018,84.05%,,,,,,,,,,,,,
APP0113,diploma_marksheet,Neel Chanda,Naksh Chanda,,,,,2021,73.86%,Diploma,,,,,,,,,,,,
APP0113,leaving_certificate,Neel Chanda,Naksh Chanda,,2005-12-10,,,,,,,,,,,,,,,,,
APP0113,cet_scorecard,Neel Chanda,Naksh Chanda,Vyanjana Chanda,2005-12-10,,,,,,,OPEN,Male,,89.18%,,,,,,,
APP0113,caste_certificate,Neel Chanda,Naksh Chanda,,2005-12-10,,,,,,,OPEN,,,,,,,,,,
APP0113,application_form,Neel Chanda,Naksh Chanda,Vyanjana Chanda,2005-12-10,,,,,,,OPEN,Male,,,,,,,,,
APP0114,10th_marksheet,Samaksh Narayanan,Jeremiah Narayanan,Yachana Narayanan,2004-06-10,,,2019,64.89%,,,,,,,,,,,,,
APP0114,diploma_marksheet,Samaksh Narayanan,Jeremiah Narayanan,,,,,2020,63.23%,Diploma,,,,,,,,,,,,
APP0114,leaving_certificate,Samaksh Narayanan,Jeremiah Narayanan,,2004-06-10,,,,,,,,,,,,,,,,,
APP0114,cet_scorecard,Samaksh Narayanan,Jeremiah Narayanan,Yachana Narayanan,2004-06-10,,,,,,,OPEN,Male,,96.06%,,,,,,,
APP0114,caste_certificate,Samaksh Narayanan,Jeremiah Narayanan,,2004-06-10,,,,,,,OPEN,,,,,,,,,,
APP0114,application_form,Samaksh Narayanan,Jeremiah Narayanan,Yachana Narayanan,2004-06-10,,,,,,,OPEN,Male,,,,,,,,,
APP0115,10th_marksheet,Saksham Sachar,Nakul Sachar,Varsha Sachar,2003-05-27,,,2019,66.84%,,,,,,,,,,,,,
APP0115,diploma_marksheet,Saksham Sachar,Nakul Sachar,,,,,2021,60.15%,12th,,,,,,,,,,,,
APP0115,leaving_certificate,Saksham Sachar,Nakul Sachar,,2003-05-27,,,,,,,,,,,,,,,,,
APP0115,cet_scorecard,Saksham Sachar,Nakul Sachar,Varsha Sachar,2003-05-27,,,,,,,OPEN,Male,,94.68%,,,,,,,
APP0115,caste_certificate,Saksham Sachar,Nakul Sachar,,2003-05-27,,,,,,,OPEN,,,,,,,,,,
APP0115,application_form,Saksham Sachar,Nakul Sachar,Varsha Sachar,2003-05-27,,,,,,,OPEN,Male,,,,,,,,,
APP0116,10th_marksheet,Michael Doshi,Benjamin Doshi,Vasana Doshi,2006-11-07,,,2019,73.83%,,,,,,,,,,,,,
APP0116,diploma_marksheet,Michael Doshi,Benjamin Doshi,,,,,2020,87.66%,12th,,,,,,,,,,,,
APP0116,leaving_certificate,Michael Doshi,Benjamin Doshi,,2006-11-07,,,,,,,,,,,,,,,,,
APP0116,cet_scorecard,Michael Doshi,Benjamin Doshi,Vasana Doshi,2006-11-07,,,,,,,OPEN,Male,,83.01%,,,,,,,
APP0116,caste_certificate,Michael Doshi,Benjamin Doshi,,2006-11-07,,,,,,,OPEN,,,,,,,,,,
APP0116,application_form,Michael Doshi,Benjamin Doshi,Vasana Doshi,2006-11-07,,,,,,,OPEN,Male,,,,,,,,,
APP0117,10th_marksheet,Qadim Brar,Wazir Brar,Nidhi Brar,2004-01-26,,,2018,95.79%,,,,,,,,,,,,,
APP0117,diploma_marksheet,Qadim Brar,Wazir Brar,,,,,2020,66.88%,12th,,,,,,,,,,,,
APP0117,leaving_certificate,Qadim Brar,Wazir Brar,,2004-01-26,,,,,,,,,,,,,,,,,
APP0117,cet_scorecard,Qadim Brar,Wazir Brar,Nidhi Brar,2004-01-26,,,,,,,OPEN,Male,,63.55%,,,,,,,
APP0117,caste_certificate,Qadim Brar,Wazir Brar,,2004-01-26,,,,,,,OPEN,,,,,,,,,,
APP0117,application_form,Qadim Brar,Wazir Brar,Nidhi Brar,2004-01-26,,,,,,,OPEN,Male,,,,,,,,,
APP0118,10th_marksheet,Bahadurjit Dave,Isaiah Dave,Megha Dave,2004-11-02,,,2020,66.56%,,,,,,,,,,,,,
APP0118,diploma_marksheet,Bahadurjit Dave,Isaiah Dave,,,,,2021,67.55%,12th,,,,,,,,,,,,
APP0118,leaving_certificate,Bahadurjit Dave,Isaiah Dave,,2004-11-02,,,,,,,,,,,,,,,,,
APP0118,cet_scorecard,Bahadurjit Dave,Isaiah Dave,Megha Dave,2004-11-02,,,,,,,OBC,Male,,95.79%,,,,,,,
APP0118,caste_certificate,Bahadurjit Dave,Isaiah Dave,,2004-11-02,,,,,,,OBC,,,,,,,,,,
APP0118,application_form,Bahadurjit Dave,Isaiah Dave,Megha Dave,2004-11-02,,,,,,,OBC,Male,,,,,,,,,
APP0119,10th_marksheet,Sachi Acharya,Nihal Acharya,Vedhika Acharya,2005-11-13,,,2018,91.22%,,,,,,,,,,,,,
APP0119,diploma_marksheet,Sachi Acharya,Nihal Acharya,,,,,2022,72.93%,12th,,,,,,,,,,,,
APP0119,leaving_certificate,Sachi Acharya,Nihal Acharya,,2005-11-13,,,,,,,,,,,,,,,,,
APP0119,cet_scorecard,Sachi Acharya,Nihal Acharya,Vedhika Acharya,2005-11-13,,,,,,,OPEN,Female,,77.01%,,,,,,,
APP0119,caste_certificate,Sachi Acharya,Nihal Acharya,,2005-11-13,,,,,,,OPEN,,,,,,,,,,
APP0119,application_form,Sachi Acharya,Nihal Acharya,Vedhika Acharya,2005-11-13,,,,,,,OPEN,Female,,,,,,,,,
APP0120,10th_marksheet,Vasatika Luthra,Abhiram Luthra,Upma Luthra,2007-03-15,,,2020,79.53%,,,,,,,,,,,,,
APP0120,diploma_marksheet,Vasatika Luthra,Abhiram Luthra,,,,,2021,93.84%,Diploma,,,,,,,,,,,,
APP0120,leaving_certificate,Vasatika Luthra,Abhiram Luthra,,2007-03-15,,,,,,,,,,,,,,,,,
APP0120,cet_scorecard,Vasatika Luthra,Abhiram Luthra,Upma Luthra,2007-03-15,,,,,,,SC/ST,Female,,77.61%,,,,,,,
APP0120,caste_certificate,Vasatika Luthra,Abhiram Luthra,,2007-03-15,,,,,,,SC/ST,,,,,,,,,,
APP0120,application_form,Vasatika Luthra,Abhiram Luthra,Upma Luthra,2007-03-15,,,,,,,SC/ST,Female,,,,,,,,,
APP0121,10th_marksheet,William Roy,Owen Roy,Tara Roy,2003-01-12,,,2018,81.84%,,,,,,,,,,,,,
APP0121,diploma_marksheet,William Roy,Owen Roy,,,,,2022,66.04%,12th,,,,,,,,,,,,
APP0121,leaving_certificate,William Roy,Owen Roy,,2003-01-12,,,,,,,,,,,,,,,,,
APP0121,cet_scorecard,William Roy,Owen Roy,Tara Roy,2003-01-12,,,,,,,OPEN,Male,,72.98%,,,,,,,
APP0121,caste_certificate,William Roy,Owen Roy,,2003-01-12,,,,,,,OPEN,,,,,,,,,,
APP0121,application_form,William Roy,Owen Roy,Tara Roy,2003-01-12,,,,,,,OPEN,Male,,,,,,,,,
APP0122,10th_marksheet,Pooja Basu,Ranbir Basu,Omisha Basu,2002-11-03,,,2019,67.41%,,,,,,,,,,,,,
APP0122,diploma_marksheet,Pooja Basu,Ranbir Basu,,,,,2021,78.84%,12th,,,,,,,,,,,,
APP0122,leaving_certificate,Pooja Basu,Ranbir Basu,,2002-11-03,,,,,,,,,,,,,,,,,
APP0122,cet_scorecard,Pooja Basu,Ranbir Basu,Omisha Basu,2002-11-03,,,,,,,EWS,Female,,83.62%,,,,,,,
APP0122,caste_certificate,Pooja Basu,Ranbir Basu,,2002-11-03,,,,,,,EWS,,,,,,,,,,
APP0122,application_form,Pooja Basu,Ranbir Basu,Omisha Basu,2002-11-03,,,,,,,EWS,Female,,,,,,,,,
APP0123,10th_marksheet,Rachana Bhandari,William Bhandari,Sara Bhandari,2002-11-20,,,2020,88.15%,,,,,,,,,,,,,
APP0123,diploma_marksheet,Rachana Bhandari,William Bhandari,,,,,2020,82.3%,Diploma,,,,,,,,,,,,
APP0123,leaving_certificate,Rachana Bhandari,William Bhandari,,2002-11-20,,,,,,,,,,,,,,,,,
APP0123,cet_scorecard,Rachana Bhandari,William Bhandari,Sara Bhandari,2002-11-20,,,,,,,SC/ST,Female,,63.22%,,,,,,,
APP0123,caste_certificate,Rachana Bhandari,William Bhandari,,2002-11-20,,,,,,,SC/ST,,,,,,,,,,
APP0123,application_form,Rachana Bhandari,William Bhandari,Sara Bhandari,2002-11-20,,,,,,,SC/ST,Female,,,,,,,,,
APP0124,10th_marksheet,Lila Dhar,Reyansh Dhar,Anjali Dhar,2007-07-24,,,2018,90.63%,,,,,,,,,,,,,
APP0124,diploma_marksheet,Lila Dhar,Reyansh Dhar,,,,,2021,70.77%,Diploma,,,,,,,,,,,,
APP0124,leaving_certificate,Lila Dhar,Reyansh Dhar,,2007-07-24,,,,,,,,,,,,,,,,,
APP0124,cet_scorecard,Lila Dhar,Reyansh Dhar,Anjali Dhar,2007-07-24,,,,,,,OPEN,Female,,99.36%,,,,,,,
APP0124,caste_certificate,Lila Dhar,Reyansh Dhar,,2007-07-24,,,,,,,OPEN,,,,,,,,,,
APP0124,application_form,Lila Dhar,Reyansh Dhar,Anjali Dhar,2007-07-24,,,,,,,OPEN,Female,,,,,,,,,
APP0125,10th_marksheet,Kabir Khurana,Christopher Khurana,Chaitaly Khurana,2005-12-13,,,2019,73.82%,,,,,,,,,,,,,
APP0125,diploma_marksheet,Kabir Khurana,Christopher Khurana,,,,,2021,70.93%,Diploma,,,,,,,,,,,,
APP0125,leaving_certificate,Kabir Khurana,Christopher Khurana,,2005-12-13,,,,,,,,,,,,,,,,,
APP0125,cet_scorecard,Kabir Khurana,Christopher Khurana,Chaitaly Khurana,2005-12-13,,,,,,,SC/ST,Male,,76.39%,,,,,,,
APP0125,caste_certificate,Kabir Khurana,Christopher Khurana,,2005-12-13,,,,,,,SC/ST,,,,,,,,,,
APP0125,application_form,Kabir Khurana,Christopher Khurana,Chaitaly Khurana,2005-12-13,,,,,,,SC/ST,Male,,,,,,,,,
APP0126,10th_marksheet,Krishna Aurora,Tristan Aurora,Sanaya Aurora,2007-03-05,,,2018,94.19%,,,,,,,,,,,,,
APP0126,diploma_marksheet,Krishna Aurora,Tristan Aurora,,,,,2020,84.73%,12th,,,,,,,,,,,,
APP0126,leaving_certificate,Krishna Aurora,Tristan Aurora,,2007-03-05,,,,,,,,,,,,,,,,,
APP0126,cet_scorecard,Krishna Aurora,Tristan Aurora,Sanaya Aurora,2007-03-05,,,,,,,OBC,Female,,75.78%,,,,,,,
APP0126,caste_certificate,Krishna Aurora,Tristan Aurora,,2007-03-05,,,,,,,OBC,,,,,,,,,,
APP0126,application_form,Krishna Aurora,Tristan Aurora,Sanaya Aurora,2007-03-05,,,,,,,OBC,Female,,,,,,,,,
APP0127,10th_marksheet,Mitesh Sahni,Mitesh Sahni,Diya Sahni,2004-01-02,,,2019,87.66%,,,,,,,,,,,,,
APP0127,diploma_marksheet,Mitesh Sahni,Mitesh Sahni,,,,,2022,81.22%,Diploma,,,,,,,,,,,,
APP0127,leaving_certificate,Mitesh Sahni,Mitesh Sahni,,2004-01-02,,,,,,,,,,,,,,,,,
APP0127,cet_scorecard,Mitesh Sahni,Mitesh Sahni,Diya Sahni,2004-01-02,,,,,,,SC/ST,Male,,93.48%,,,,,,,
APP0127,caste_certificate,Mitesh Sahni,Mitesh Sahni,,2004-01-02,,,,,,,SC/ST,,,,,,,,,,
APP0127,application_form,Mitesh Sahni,Mitesh Sahni,Diya Sahni,2004-01-02,,,,,,,SC/ST,Male,,,,,,,,,
APP0128,10th_marksheet,Madhavi Koshy,Victor Koshy,Hiral Koshy,2005-10-29,,,2020,71.94%,,,,,,,,,,,,,
APP0128,diploma_marksheet,Madhavi Koshy,Victor Koshy,,,,,2020,74.41%,Diploma,,,,,,,,,,,,
APP0128,leaving_certificate,Madhavi Koshy,Victor Koshy,,2005-10-29,,,,,,,,,,,,,,,,,
APP0128,cet_scorecard,Madhavi Koshy,Victor Koshy,Hiral Koshy,2005-10-29,,,,,,,EWS,Female,,97.98%,,,,,,,
APP0128,caste_certificate,Madhavi Koshy,Victor Koshy,,2005-10-29,,,,,,,EWS,,,,,,,,,,
APP0128,application_form,Madhavi Koshy,Victor Koshy,Hiral Koshy,2005-10-29,,,,,,,EWS,Female,,,,,,,,,
APP0129,10th_marksheet,Imaran Goel,Ekbal Goel,Vedhika Goel,2003-08-02,,,2019,91.99%,,,,,,,,,,,,,
APP0129,diploma_marksheet,Imaran Goel,Ekbal Goel,,,,,2020,62.4%,12th,,,,,,,,,,,,
APP0129,leaving_certificate,Imaran Goel,Ekbal Goel,,2003-08-02,,,,,,,,,,,,,,,,,
APP0129,cet_scorecard,Imaran Goel,Ekbal Goel,Vedhika Goel,2003-08-02,,,,,,,OPEN,Male,,77.68%,,,,,,,
APP0129,caste_certificate,Imaran Goel,Ekbal Goel,,2003-08-02,,,,,,,OPEN,,,,,,,,,,
APP0129,application_form,Imaran Goel,Ekbal Goel,Vedhika Goel,2003-08-02,,,,,,,OPEN,Male,,,,,,,,,
APP0130,10th_marksheet,Tanmayi Kapadia,David Kapadia,Shravya Kapadia,2006-02-23,,,2018,93.62%,,,,,,,,,,,,,
APP0130,diploma_marksheet,Tanmayi Kapadia,David Kapadia,,,,,2020,93.07%,12th,,,,,,,,,,,,
APP0130,leaving_certificate,Tanmayi Kapadia,David Kapadia,,2006-02-23,,,,,,,,,,,,,,,,,
APP0130,cet_scorecard,Tanmayi Kapadia,David Kapadia,Shravya Kapadia,2006-02-23,,,,,,,OBC,Female,,72.99%,,,,,,,
APP0130,caste_certificate,Tanmayi Kapadia,David Kapadia,,2006-02-23,,,,,,,OBC,,,,,,,,,,
APP0130,application_form,Tanmayi Kapadia,David Kapadia,Shravya Kapadia,2006-02-23,,,,,,,OBC,Female,,,,,,,,,
APP0131,10th_marksheet,Kalpit Dua,Ayushman Dua,Watika Dua,2006-02-12,,,2019,95.36%,,,,,,,,,,,,,
APP0131,diploma_marksheet,Kalpit Dua,Ayushman Dua,,,,,2022,66.98%,Diploma,,,,,,,,,,,,
APP0131,leaving_certificate,Kalpit Dua,Ayushman Dua,,2006-02-12,,,,,,,,,,,,,,,,,
APP0131,cet_scorecard,Kalpit Dua,Ayushman Dua,Watika Dua,2006-02-12,,,,,,,OPEN,Male,,82.38%,,,,,,,
APP0131,caste_certificate,Kalpit Dua,Ayushman Dua,,2006-02-12,,,,,,,OPEN,,,,,,,,,,
APP0131,application_form,Kalpit Dua,Ayushman Dua,Watika Dua,2006-02-12,,,,,,,OPEN,Male,,,,,,,,,
APP0132,10th_marksheet,Sai Barman,Lohit Barman,Odika Barman,2003-07-02,,,2019,76.87%,,,,,,,,,,,,,
APP0132,diploma_marksheet,Sai Barman,Lohit Barman,,,,,2021,55.59%,12th,,,,,,,,,,,,
APP0132,leaving_certificate,Sai Barman,Lohit Barman,,2003-07-02,,,,,,,,,,,,,,,,,
APP0132,cet_scorecard,Sai Barman,Lohit Barman,Odika Barman,2003-07-02,,,,,,,SC/ST,Female,,80.91%,,,,,,,
APP0132,caste_certificate,Sai Barman,Lohit Barman,,2003-07-02,,,,,,,SC/ST,,,,,,,,,,
APP0132,application_form,Sai Barman,Lohit Barman,Odika Barman,2003-07-02,,,,,,,SC/ST,Female,,,,,,,,,
APP0133,10th_marksheet,Gautam Kothari,Girik Kothari,Anita Kothari,2004-10-04,,,2019,75.76%,,,,,,,,,,,,,
APP0133,diploma_marksheet,Gautam Kothari,Girik Kothari,,,,,2021,89.83%,12th,,,,,,,,,,,,
APP0133,leaving_certificate,Gautam Kothari,Girik Kothari,,2004-10-04,,,,,,,,,,,,,,,,,
APP0133,cet_scorecard,Gautam Kothari,Girik Kothari,Anita Kothari,2004-10-04,,,,,,,SC/ST,Male,,68.61%,,,,,,,
APP0133,caste_certificate,Gautam Kothari,Girik Kothari,,2004-10-04,,,,,,,SC/ST,,,,,,,,,,
APP0133,application_form,Gautam Kothari,Girik Kothari,Anita Kothari,2004-10-04,,,,,,,SC/ST,Male,,,,,,,,,
APP0134,10th_marksheet,Widisha Dalal,Pranav Dalal,Advika Dalal,2003-02-06,,,2019,78.28%,,,,,,,,,,,,,
APP0134,diploma_marksheet,Widisha Dalal,Pranav Dalal,,,,,2022,75.34%,12th,,,,,,,,,,,,
APP0134,leaving_certificate,Widisha Dalal,Pranav Dalal,,2003-02-06,,,,,,,,,,,,,,,,,
APP0134,cet_scorecard,Widisha Dalal,Pranav Dalal,Advika Dalal,2003-02-06,,,,,,,OBC,Female,,88.97%,,,,,,,
APP0134,caste_certificate,Widisha Dalal,Pranav Dalal,,2003-02-06,,,,,,,OBC,,,,,,,,,,
APP0134,application_form,Widisha Dalal,Pranav Dalal,Advika Dalal,2003-02-06,,,,,,,OBC,Female,,,,,,,,,
